0.000000 16.037623
0.100000 15.741458
0.200000 15.426588
0.300000 15.097647
0.400000 14.744390
0.500000 14.360288
0.600000 13.932608
0.700000 13.439230
0.800000 12.825701
0.900000 11.924183
1.000000 7.039452
1.100000 -11.464218
1.200000 -11.914610
1.300000 -12.089174
1.400000 -12.142842
1.500000 -12.123858
1.600000 -12.058166
1.700000 -11.957507
1.800000 -11.828179
1.900000 -11.674024
2.000000 -11.497251
2.100000 -11.299318
2.200000 -11.077043
2.300000 -10.829858
2.400000 -10.553910
2.500000 -10.241765
2.600000 -9.881475
2.700000 -9.450550
2.800000 -8.898384
2.900000 -8.053313
3.000000 -3.803481
3.100000 7.684989
3.200000 8.209418
3.300000 8.433693
3.400000 8.531687
3.500000 8.558294
3.600000 8.535046
3.700000 8.474996
3.800000 8.384998
3.900000 8.268968
4.000000 8.128956
4.100000 7.965637
4.200000 7.777979
4.300000 7.564984
4.400000 7.323757
4.500000 7.042396
4.600000 6.713538
4.700000 6.314962
4.800000 5.793079
4.900000 4.993793
5.000000 1.701861
5.100000 -4.621467
5.200000 -5.188792
5.300000 -5.447284
5.400000 -5.573244
5.500000 -5.625717
5.600000 -5.628176
5.700000 -5.593290
5.800000 -5.527833
5.900000 -5.436920
6.000000 -5.320538
6.100000 -5.177113
6.200000 -5.013533
6.300000 -4.822862
6.400000 -4.602814
6.500000 -4.346562
6.600000 -4.042994
6.700000 -3.670625
6.800000 -3.180177
6.900000 -2.431547
7.000000 -0.239099
7.100000 1.940344
7.200000 2.581936
7.300000 2.873914
7.400000 3.027905
7.500000 3.104388
7.600000 3.130544
7.700000 3.116550
7.800000 3.071178
7.900000 2.999755
8.000000 2.903865
8.100000 2.784831
8.200000 2.643262
8.300000 2.477377
8.400000 2.282136
8.500000 2.044666
8.600000 1.771866
8.700000 1.444912
8.800000 1.017617
8.900000 0.431692
9.000000 -0.746650
9.100000 0.958534
9.200000 -0.099961
9.300000 -0.500105
9.400000 -0.709659
9.500000 -0.825553
9.600000 -0.896267
9.700000 -0.910490
9.800000 -0.893652
9.900000 -0.847302
10.000000 -0.774954
