-4.200000 0.050872
-4.000000 0.060273
-3.800000 0.062462
-3.600000 0.053478
-3.400000 0.031991
-3.200000 0.001464
-3.000000 -0.029293
-2.800000 -0.048519
-2.600000 -0.046822
-2.400000 -0.023222
-2.200000 0.011943
-2.000000 0.040466
-1.800000 0.045813
-1.600000 0.023817
-1.400000 -0.012865
-1.200000 -0.041141
-1.000000 -0.042132
-0.800000 -0.014611
-0.600000 0.022923
-0.400000 0.044357
-0.200000 0.034414
-0.000000 0.000000
0.200000 -0.034414
0.400000 -0.044357
0.600000 -0.022923
0.800000 0.014611
1.000000 0.042132
1.200000 0.041141
1.400000 0.012865
1.600000 -0.023817
1.800000 -0.045813
2.000000 -0.040466
2.200000 -0.011944
2.400000 0.023222
2.600000 0.046822
2.800000 0.048519
3.000000 0.029294
3.200000 -0.001464
3.400000 -0.031991
3.600000 -0.053478
3.800000 -0.062463
4.000000 -0.060273
4.200000 -0.050873
